foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,cleaned_foreign
Frametek International (Pty),Australia,2020.0,Australia,AUS,Frametek International Pty,AUS_6253,Frametek International Pty
Stevco Seals Pumps (Pty),Australia,2020.0,Australia,AUS,Stevco Seals Pumps Pty,AUS_6254,Stevco Seals Pumps Pty
Stevco Seals Pumps (Pty),Australia,2019.0,Australia,AUS,Stevco Seals Pumps Pty,AUS_6254,Stevco Seals Pumps Pty
Earth Funerals,Australia,2019.0,Australia,AUS,Earth Funerals,AUS_6255,Earth Funerals
Belgotex Fabrics,Australia,2019.0,Australia,AUS,Belgotex Fabrics,AUS_6256,Belgotex Fabrics
Nolans Group,Australia,2019.0,Australia,AUS,Nolans Group,AUS_6257,Nolans Group
Ausmose (Pty),Australia,2020.0,Australia,AUS,Ausmose Pty,AUS_6258,Ausmose Pty
Gate 4 51 Hickson Road,Australia,2020.0,Australia,AUS,Gate 4 51 Hickson Road,AUS_6259,Gate 4 51 Hickson Road
Schaffer Co. Vic (Pty),Australia,2020.0,Australia,AUS,Schaffer Co Vic Pty,AUS_626,Schaffer Co Vic Pty
Schaffer Co. Vic (Pty),Australia,2019.0,Australia,AUS,Schaffer Co Vic Pty,AUS_626,Schaffer Co Vic Pty
Wilson Fabrics,Australia,2019.0,Australia,AUS,Wilson Fabrics,AUS_6260,Wilson Fabrics
Essential Energycoffs Harbour Depot,Australia,2019.0,Australia,AUS,Essential Energycoffs Harbour Depot,AUS_6261,Essential Energycoffs Harbour Depot
Refuel International,Australia,2019.0,Australia,AUS,Refuel International,AUS_6262,Refuel International
Refuel International,Australia,2020.0,Australia,AUS,Refuel International,AUS_6262,Refuel International
Mtc Group (Pty),Australia,2019.0,Australia,AUS,Mtc Group Pty,AUS_6263,Mtc Group Pty
Mti Group (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Mtc Group Pty,AUS_6263,Mti Group Pty
Mti Group (Pty),Australia,2019.0,Australia,AUS,Mtc Group Pty,AUS_6263,Mti Group Pty
Green Life Aust (Pty),Australia,2020.0,Australia,AUS,Green Life Aust Pty,AUS_6264,Green Life Aust Pty
Robertsons Furniture Design,Australia,2020.0,Australia,AUS,Robertsons Furniture Design,AUS_6265,Robertsons Furniture Design
Kronos,Australia,2020.0,Australia,AUS,Kronos,AUS_6266,Kronos
Kronos,Australia,2019.0,Australia,AUS,Kronos,AUS_6266,Kronos
Sanbasic,Australia,2020.0,Australia,AUS,Sanbasic,AUS_6267,Sanbasic
Stranded,Australia,2019.0,Australia,AUS,Stranded,AUS_6268,Stranded
Inkers Printing (Pty),Australia,2019.0,Australia,AUS,Inkers Printing Pty,AUS_6269,Inkers Printing Pty
Dfx Consulting,Australia,2020.0,Australia,AUS,Dfx Consulting,AUS_627,Dfx Consulting
Oconnor Store Imp. W A (Pty),Australia,2019.0,Australia,AUS,Oconnor Store Imp W A Pty,AUS_6270,Oconnor Store Imp W A Pty
Jc Zenith (Pty),Australia,2019.0,Australia,AUS,Jc Zenith Pty,AUS_6271,Jc Zenith Pty
Liandra,Australia,2019.0,Australia,AUS,Liandra,AUS_6272,Liandra
Australian Wood Fibre (Pty),Australia,2020.0,Australia,AUS,Australian Wood Fibre Pty,AUS_6273,Australian Wood Fibre Pty
Abedin Enterprises,Australia,2020.0,Australia,AUS,Abedin Enterprises,AUS_6274,Abedin Enterprises
The Jungle Group (Pty),Australia,2020.0,Australia,AUS,The Jungle Group Pty,AUS_6275,The Jungle Group Pty
Hong Wei Trading,Australia,2019.0,Australia,AUS,Hong Wei Trading,AUS_6276,Hong Wei Trading
Complete Office Supplies (Pty) 40 Boorea Street,Australia,2020.0,Australia,AUS,Complete Office Supplies Pty 40 Boorea Street,AUS_6277,Complete Office Supplies Pty 40 Boorea Street
Dogue Design (Pty),Australia,2020.0,Australia,AUS,Dogue Design Pty,AUS_6278,Dogue Design Pty
Binohomeaustralia,Australia,2020.0,Australia,AUS,Binohomeaustralia,AUS_6279,Binohomeaustralia
On Track Sportwear Suize,Australia,2020.0,Australia,AUS,On Track Sportwear Suize,AUS_628,On Track Sportwear Suize
On Track Sportwear Suize,Australia,2019.0,Australia,AUS,On Track Sportwear Suize,AUS_628,On Track Sportwear Suize
Car Console Supplies (Pty),Australia,2020.0,Australia,AUS,Car Console Supplies Pty,AUS_6280,Car Console Supplies Pty
The Old Pot Factory,Australia,2020.0,Australia,AUS,The Old Pot Factory,AUS_6281,The Old Pot Factory
Spicers Australia (Pty) Building 5 441 Nudgee,Australia,2020.0,Australia,AUS,Spicers Australia Pty Building 5 441 Nudgee,AUS_6282,Spicers Australia Pty Building 5 441 Nudgee
Stockman Paper Merchants 72 Grey Street,Australia,2020.0,Australia,AUS,Stockman Paper Merchants 72 Grey Street,AUS_6283,Stockman Paper Merchants 72 Grey Street
Terex Lifting,Australia,2019.0,Australia,AUS,Terex Lifting,AUS_6284,Terex Lifting
Terex Lifting,Australia,2020.0,Australia,AUS,Terex Lifting,AUS_6284,Terex Lifting
Styling Service (Pty),Australia,2020.0,Australia,AUS,Styling Service Pty,AUS_6285,Styling Service Pty
Julia Grup Furniture Solutions Sl,Australia,2019.0,Australia,AUS,Julia Grup Furniture Solutions Sl,AUS_6286,Julia Grup Furniture Solutions Sl
Auswood Timber Supply,Australia,2019.0,Australia,AUS,Auswood Timber Supply,AUS_6287,Auswood Timber Supply
Jetstar Engineering,Australia,2019.0,Australia,AUS,Jetstar Engineering,AUS_6288,Jetstar Engineering
33 Poets (Pty),Australia,2019.0,Australia,AUS,33 Poets Pty,AUS_6289,33 Poets Pty
Yardgames,Australia,2020.0,Australia,AUS,Yardgames,AUS_629,Yardgames
Tahitian Lime,Australia,2019.0,Australia,AUS,Tahitian Lime,AUS_6290,Tahitian Lime
M T Sullivan (Pty),Australia,2020.0,Australia,AUS,M T Sullivan Pty,AUS_6291,M T Sullivan Pty
Ipm Operation Maintenance Kwinana (Pty),Australia,2020.0,Australia,AUS,Ipm Operation Maintenance Kwinana Pty,AUS_6292,Ipm Operation Maintenance Kwinana Pty
Mdaqld,Australia,2019.0,Australia,AUS,Mdaqld,AUS_6293,Mdaqld
Global Wholesalers Distributors,Australia,2019.0,Australia,AUS,Global Wholesalers Distributors,AUS_6294,Global Wholesalers Distributors
Heinemann Australia (Pty),Australia,2019.0,Australia,AUS,Heinemann Australia Pty,AUS_6295,Heinemann Australia Pty
Skippys Fresh Frootz,Australia,2019.0,Australia,AUS,Skippys Fresh Frootz,AUS_6296,Skippys Fresh Frootz
School Villanova College,Australia,2019.0,Australia,AUS,School Villanova College,AUS_6297,School Villanova College
Caltrac Sas Lot 1 2 Boucle Nord Zico Ii,Australia,2020.0,Australia,AUS,Caltrac Sas Lot 1 2 Boucle Nord Zico Ii,AUS_6298,Caltrac Sas Lot 1 2 Boucle Nord Zico Ii
Luxtralia (Pty),Australia,2020.0,Australia,AUS,Luxtralia Pty,AUS_6299,Luxtralia Pty
Coral Sea Fishing (Pty),Australia,2020.0,Australia,AUS,Coral Sea Fishing Pty,AUS_63,Coral Sea Fishing Pty
Coral Sea Fishing (Pty),Australia,2019.0,Australia,AUS,Coral Sea Fishing Pty,AUS_63,Coral Sea Fishing Pty
Hyne Son (Pty),Australia,2020.0,Australia,AUS,Hyne Son Pty,AUS_630,Hyne Son Pty
Hyne Son (Pty),Australia,2019.0,Australia,AUS,Hyne Son Pty,AUS_630,Hyne Son Pty
Hyne Son (Pty) Ltd.,Australia,2019.0,Australia,AUS,Hyne Son Pty,AUS_630,Hyne Son Pty
Hyne Son Ptty Ltd.,Australia,2019.0,Australia,AUS,Hyne Son Pty,AUS_630,Hyne Son Ptty
Di Lena Metal Sales,Australia,2020.0,Australia,AUS,Di Lena Metal Sales,AUS_6300,Di Lena Metal Sales
Saffron Shine,Australia,2019.0,Australia,AUS,Saffron Shine,AUS_6301,Saffron Shine
Bridge Weiske,Australia,2020.0,Australia,AUS,Bridge Weiske,AUS_6302,Bridge Weiske
Benchtop Express,Australia,2020.0,Australia,AUS,Benchtop Express,AUS_6303,Benchtop Express
Wasp Distributors (Pty),Australia,2019.0,Australia,AUS,Wasp Distributors Pty,AUS_6304,Wasp Distributors Pty
Ravang Holdings,Australia,2019.0,Australia,AUS,Ravang Holdings,AUS_6305,Ravang Holdings
1 Burhill Logistics,Australia,2020.0,Australia,AUS,1 Burhill Logistics,AUS_6306,1 Burhill Logistics
Beachwood International,Australia,2020.0,Australia,AUS,Beachwood International,AUS_6307,Beachwood International
Road Runner (Pty),Australia,2020.0,Australia,AUS,Road Runner Pty,AUS_6308,Road Runner Pty
Us Kids Golf Australia,Australia,2020.0,Australia,AUS,Us Kids Golf Australia,AUS_6309,Us Kids Golf Australia
U B (Pty) Abn 42600879025,Australia,2020.0,Australia,AUS,U B Pty Abn 42600879025,AUS_631,U B Pty Abn 42600879025
U B (Pty) Abn 42600879025,Australia,2019.0,Australia,AUS,U B Pty Abn 42600879025,AUS_631,U B Pty Abn 42600879025
Pandenus Tree (Pty),Australia,2020.0,Australia,AUS,Pandenus Tree Pty,AUS_6310,Pandenus Tree Pty
Skye Group (Pty) 18 Forrester,Australia,2019.0,Australia,AUS,Skye Group Pty 18 Forrester,AUS_6311,Skye Group Pty 18 Forrester
Aroha Qulits,Australia,2019.0,Australia,AUS,Aroha Qulits,AUS_6312,Aroha Qulits
Queensland Weta Distributors,Australia,2019.0,Australia,AUS,Queensland Weta Distributors,AUS_6313,Queensland Weta Distributors
Protec Frp,Australia,2020.0,Australia,AUS,Protec Frp,AUS_6314,Protec Frp
Py Timer Warehouse,Australia,2020.0,Australia,AUS,Py Timer Warehouse,AUS_6315,Py Timer Warehouse
Palltec Soda Ash (Pty),Australia,2020.0,Australia,AUS,Palltec Soda Ash Pty,AUS_6316,Palltec Soda Ash Pty
Vast Interior,Australia,2019.0,Australia,AUS,Vast Interior,AUS_6317,Vast Interior
Tweed Valley Storage,Australia,2019.0,Australia,AUS,Tweed Valley Storage,AUS_6318,Tweed Valley Storage
Icon Foods,Australia,2019.0,Australia,AUS,Icon Foods,AUS_6319,Icon Foods
Mahogany Bay (Pty) Australia,Australia,2020.0,Australia,AUS,Mahogany Bay Pty Australia,AUS_632,Mahogany Bay Pty Australia
Mahogany Bay (Pty) Australia,Australia,2019.0,Australia,AUS,Mahogany Bay Pty Australia,AUS_632,Mahogany Bay Pty Australia
Australian Laboratory Service,Australia,2020.0,Australia,AUS,Australian Laboratory Service,AUS_6320,Australian Laboratory Service
Envy Of Bali,Australia,2019.0,Australia,AUS,Envy Of Bali,AUS_6321,Envy Of Bali
Ningaloo Bulk Foods,Australia,2019.0,Australia,AUS,Ningaloo Bulk Foods,AUS_6322,Ningaloo Bulk Foods
Huhtamaki Tp Sa,Australia,2020.0,Australia,AUS,Huhtamaki Tp Sa,AUS_6323,Huhtamaki Tp Sa
Michelle Anne Picton Grace International Remov,Australia,2020.0,Australia,AUS,Michelle Anne Picton Grace International Remov,AUS_6324,Michelle Anne Picton Grace International Remov
Candy Lo,Australia,2019.0,Australia,AUS,Candy Lo,AUS_6325,Candy Lo
C Trade (Pty),Australia,2019.0,Australia,AUS,C Trade Pty,AUS_6326,C Trade Pty
Joshua Charles Ireland Chef Ponit,Australia,2019.0,Australia,AUS,Joshua Charles Ireland Chef Ponit,AUS_6327,Joshua Charles Ireland Chef Ponit
Trader Trove Earth Cartel (Pty),Australia,2020.0,Australia,AUS,Trader Trove Earth Cartel Pty,AUS_6328,Trader Trove Earth Cartel Pty
Jmperformance,Australia,2020.0,Australia,AUS,Jmperformance,AUS_6329,Jmperformance
Sable De Mer (Pty),Australia,2020.0,Australia,AUS,Sable De Mer Pty,AUS_633,Sable De Mer Pty
Cadia Valley Mine Site,Australia,2020.0,Australia,AUS,Cadia Valley Mine Site,AUS_6330,Cadia Valley Mine Site
Suci Plants Living,Australia,2020.0,Australia,AUS,Suci Plants Living,AUS_6331,Suci Plants Living
True Alliance Brandsnautica,Australia,2019.0,Australia,AUS,True Alliance Brandsnautica,AUS_6332,True Alliance Brandsnautica
West Ozaqua,Australia,2019.0,Australia,AUS,West Ozaqua,AUS_6333,West Ozaqua
Aireson,Australia,2019.0,Australia,AUS,Aireson,AUS_6334,Aireson
Melbourne Bicycle Centre,Australia,2019.0,Australia,AUS,Melbourne Bicycle Centre,AUS_6335,Melbourne Bicycle Centre
Jahroc Gallery,Australia,2020.0,Australia,AUS,Jahroc Gallery,AUS_6336,Jahroc Gallery
Brp Australia (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Brp Australia Pty,AUS_6337,Brp Australia Pty
Pq Australia (Pty),Australia,2019.0,Australia,AUS,Brp Australia Pty,AUS_6337,Pq Australia Pty
Bpm Australia (Pty),Australia,2020.0,Australia,AUS,Brp Australia Pty,AUS_6337,Bpm Australia Pty
Brp Australia (Pty),Australia,2020.0,Australia,AUS,Brp Australia Pty,AUS_6337,Brp Australia Pty
Brp Australia (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Brp Australia Pty,AUS_6337,Brp Australia Pty
Brp Australia (Pty),Australia,2019.0,Australia,AUS,Brp Australia Pty,AUS_6337,Brp Australia Pty
Propagation Australia,Australia,2019.0,Australia,AUS,Propagation Australia,AUS_6338,Propagation Australia
Padi Padi Creative Asia Topa 2020,Australia,2020.0,Australia,AUS,Padi Padi Creative Asia Topa 2020,AUS_6339,Padi Padi Creative Asia Topa 2020
Connell Bros Co. Australasia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Connell Bros Co Australasia Pty,AUS_634,Connell Bros Co Australasia Pty
Connell Bros Co. Australasia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Connell Bros Co Australasia Pty,AUS_634,Connell Bros Co Australasia Pty
Connell Bros Australasia (Pty),Australia,2019.0,Australia,AUS,Connell Bros Co Australasia Pty,AUS_634,Connell Bros Australasia Pty
Connell Bros Co. Australasia (Pty),Australia,2020.0,Australia,AUS,Connell Bros Co Australasia Pty,AUS_634,Connell Bros Co Australasia Pty
Connell Bros Australasia (Pty),Australia,2020.0,Australia,AUS,Connell Bros Co Australasia Pty,AUS_634,Connell Bros Australasia Pty
Yusen Logistic Australia (Pty) Warehouse,Australia,2020.0,Australia,AUS,Yusen Logistic Australia Pty Warehouse,AUS_6340,Yusen Logistic Australia Pty Warehouse
Aviall Core Department,Australia,2019.0,Australia,AUS,Aviall Core Department,AUS_6341,Aviall Core Department
Garuda Indonesia Dmga,Australia,2019.0,Australia,AUS,Garuda Indonesia Dmga,AUS_6342,Garuda Indonesia Dmga
Redflow International,Australia,2019.0,Australia,AUS,Redflow International,AUS_6343,Redflow International
Oreflow International,Australia,2019.0,Australia,AUS,Redflow International,AUS_6343,Oreflow International
Oreflow International,Australia,2020.0,Australia,AUS,Redflow International,AUS_6343,Oreflow International
Glopac Australia (Pty),Australia,2019.0,Australia,AUS,Glopac Australia Pty,AUS_6344,Glopac Australia Pty
Nick Auditore Represent Dt Oceania,Australia,2019.0,Australia,AUS,Nick Auditore Represent Dt Oceania,AUS_6345,Nick Auditore Represent Dt Oceania
Stephen Lofts Associates (Pty),Australia,2019.0,Australia,AUS,Stephen Lofts Associates Pty,AUS_6346,Stephen Lofts Associates Pty
Sidewood,Australia,2020.0,Australia,AUS,Sidewood,AUS_6347,Sidewood
Sophie Fernandes,Australia,2020.0,Australia,AUS,Sophie Fernandes,AUS_6348,Sophie Fernandes
Telegram,Australia,2020.0,Australia,AUS,Telegram,AUS_6349,Telegram
Telegram,Australia,2019.0,Australia,AUS,Telegram,AUS_6349,Telegram
Tupperware Australia,Australia,2020.0,Australia,AUS,Tupperware Australia,AUS_635,Tupperware Australia
Tupperware Australia,Australia,2019.0,Australia,AUS,Tupperware Australia,AUS_635,Tupperware Australia
Tupperware Australia (Pty),Australia,2019.0,Australia,AUS,Tupperware Australia,AUS_635,Tupperware Australia Pty
Native Oils Australia (Pty),Australia,2020.0,Australia,AUS,Native Oils Australia Pty,AUS_6350,Native Oils Australia Pty
Native Oils Australia (Pty),Australia,2019.0,Australia,AUS,Native Oils Australia Pty,AUS_6350,Native Oils Australia Pty
Tania,Australia,2020.0,Australia,AUS,Tania,AUS_6351,Tania
Askwith,Australia,2019.0,Australia,AUS,Askwith,AUS_6352,Askwith
Lucas Shared Services,Australia,2019.0,Australia,AUS,Lucas Shared Services,AUS_6353,Lucas Shared Services
Camira Group (Pty),Australia,2020.0,Australia,AUS,Camira Group Pty,AUS_6354,Camira Group Pty
Seeho Su (Pty),Australia,2020.0,Australia,AUS,Seeho Su Pty,AUS_6355,Seeho Su Pty
Simpl Swim,Australia,2020.0,Australia,AUS,Simpl Swim,AUS_6356,Simpl Swim
Boheme Luxe,Australia,2020.0,Australia,AUS,Boheme Luxe,AUS_6357,Boheme Luxe
Allrig Eurotech Cables,Australia,2020.0,Australia,AUS,Allrig Eurotech Cables,AUS_6358,Allrig Eurotech Cables
Brand Collective (Pty) Ltdclarks Clarks Shoes N,Australia,2020.0,Australia,AUS,Brand Collective Pty Ltdclarks Clarks Shoes N,AUS_6359,Brand Collective Pty Ltdclarks Clarks Shoes N
Workwear Group (Pty) Nnt,Australia,2020.0,Australia,AUS,Workwear Group Pty Nnt,AUS_636,Workwear Group Pty Nnt
Workwear Group (Pty) Nnt,Australia,2019.0,Australia,AUS,Workwear Group Pty Nnt,AUS_636,Workwear Group Pty Nnt
Ingredientbox (Pty),Australia,2020.0,Australia,AUS,Ingredientbox Pty,AUS_6360,Ingredientbox Pty
Penny Farthing Design House,Australia,2019.0,Australia,AUS,Penny Farthing Design House,AUS_6361,Penny Farthing Design House
Naturex Australia,Australia,2019.0,Australia,AUS,Naturex Australia,AUS_6362,Naturex Australia
Naturex Australia,Australia,2020.0,Australia,AUS,Naturex Australia,AUS_6362,Naturex Australia
Mt Sunshine Holdings (Pty),Australia,2019.0,Australia,AUS,Mt Sunshine Holdings Pty,AUS_6363,Mt Sunshine Holdings Pty
Classic Quilts Etc,Australia,2019.0,Australia,AUS,Classic Quilts Etc,AUS_6364,Classic Quilts Etc
Marshall Tech Pyt Ltd.,Australia,2019.0,Australia,AUS,Marshall Tech Pyt,AUS_6365,Marshall Tech Pyt
Treasures Unlimited Aus P L,Australia,2020.0,Australia,AUS,Treasures Unlimited Aus P L,AUS_6366,Treasures Unlimited Aus P L
Lotti St Clair Ford,Australia,2019.0,Australia,AUS,Lotti St Clair Ford,AUS_6367,Lotti St Clair Ford
Australian Anerican Tobacco (Pty),Australia,2019.0,Australia,AUS,Australian Anerican Tobacco Pty,AUS_6368,Australian Anerican Tobacco Pty
Wara Sushi Franchising (Pty),Australia,2019.0,Australia,AUS,Wara Sushi Franchising Pty,AUS_6369,Wara Sushi Franchising Pty
Attn Virgin Australia,Australia,2020.0,Australia,AUS,Attn Virgin Australia,AUS_637,Attn Virgin Australia
Tropicsurf,Australia,2019.0,Australia,AUS,Tropicsurf,AUS_6370,Tropicsurf
Juniper Networks Australia (Pty),Australia,2019.0,Australia,AUS,Juniper Networks Australia Pty,AUS_6371,Juniper Networks Australia Pty
Juniper Networks Australia (Pty),Australia,2020.0,Australia,AUS,Juniper Networks Australia Pty,AUS_6371,Juniper Networks Australia Pty
Juniper Network Australia (Pty),Australia,2020.0,Australia,AUS,Juniper Networks Australia Pty,AUS_6371,Juniper Network Australia Pty
Juniper Networks Australia,Australia,2019.0,Australia,AUS,Juniper Networks Australia Pty,AUS_6371,Juniper Networks Australia
Championx Australia (Pty),Australia,2020.0,Australia,AUS,Championx Australia Pty,AUS_6372,Championx Australia Pty
Automatic Surfboards,Australia,2020.0,Australia,AUS,Automatic Surfboards,AUS_6373,Automatic Surfboards
The Springs,Australia,2020.0,Australia,AUS,The Springs,AUS_6374,The Springs
Cue Clothing Co.,Australia,2020.0,Australia,AUS,Cue Clothing Co,AUS_6375,Cue Clothing Co
Lg Electronics Australia Perth 18 B,Australia,2020.0,Australia,AUS,Lg Electronics Australia Perth 18 B,AUS_6376,Lg Electronics Australia Perth 18 B
Mulford Australia,Australia,2020.0,Australia,AUS,Mulford Australia,AUS_6377,Mulford Australia
Lg Electronics 3 John Deere Court,Australia,2020.0,Australia,AUS,Lg Electronics 3 John Deere Court,AUS_6378,Lg Electronics 3 John Deere Court
Oceania Glass (Pty),Australia,2020.0,Australia,AUS,Oceania Glass Pty,AUS_6379,Oceania Glass Pty
Apaiser (Pty),Australia,2020.0,Australia,AUS,Apaiser Pty,AUS_638,Apaiser Pty
Apaiser (Pty),Australia,2019.0,Australia,AUS,Apaiser Pty,AUS_638,Apaiser Pty
Coffs Balihuts,Australia,2019.0,Australia,AUS,Coffs Balihuts,AUS_6380,Coffs Balihuts
Mcphee Distribution,Australia,2019.0,Australia,AUS,Mcphee Distribution,AUS_6381,Mcphee Distribution
Greg Natale Design,Australia,2019.0,Australia,AUS,Greg Natale Design,AUS_6382,Greg Natale Design
Pyrotek (Pty),Australia,2019.0,Australia,AUS,Pyrotek Pty,AUS_6383,Pyrotek Pty
Pyrotek (Pty) Ltd.,Australia,2019.0,Australia,AUS,Pyrotek Pty,AUS_6383,Pyrotek Pty
Pyrotek (Pty) Ltd.,Australia,2020.0,Australia,AUS,Pyrotek Pty,AUS_6383,Pyrotek Pty
Kian Contract Australia (Pty),Australia,2019.0,Australia,AUS,Kian Contract Australia Pty,AUS_6384,Kian Contract Australia Pty
Wis Nz Ltd. Trading As Workwear Group,Australia,2019.0,Australia,AUS,Wis Nz Trading As Workwear Group,AUS_6385,Wis Nz Trading As Workwear Group
Ck Lifestyle,Australia,2019.0,Australia,AUS,Ck Lifestyle,AUS_6386,Ck Lifestyle
The Fire Co.,Australia,2019.0,Australia,AUS,The Fire Co,AUS_6387,The Fire Co
Chasing Sunday,Australia,2020.0,Australia,AUS,Chasing Sunday,AUS_6388,Chasing Sunday
Sweet Georgia Boutique,Australia,2020.0,Australia,AUS,Sweet Georgia Boutique,AUS_6389,Sweet Georgia Boutique
Modern Glass Victoria,Australia,2020.0,Australia,AUS,Modern Glass Victoria,AUS_639,Modern Glass Victoria
Modern Glass Victoria,Australia,2019.0,Australia,AUS,Modern Glass Victoria,AUS_639,Modern Glass Victoria
Fuji Xerox Australia (Pty) Db Schenker Facil,Australia,2020.0,Australia,AUS,Fuji Xerox Australia Pty Db Schenker Facil,AUS_6390,Fuji Xerox Australia Pty Db Schenker Facil
Rustic Hyde Skin Care,Australia,2020.0,Australia,AUS,Rustic Hyde Skin Care,AUS_6391,Rustic Hyde Skin Care
Ats Global (Pty),Australia,2020.0,Australia,AUS,Ats Global Pty,AUS_6392,Ats Global Pty
Printebebe,Australia,2020.0,Australia,AUS,Printebebe,AUS_6393,Printebebe
Ascot Lane Distributor,Australia,2019.0,Australia,AUS,Ascot Lane Distributor,AUS_6394,Ascot Lane Distributor
Ascot Lane Distributor,Australia,2020.0,Australia,AUS,Ascot Lane Distributor,AUS_6394,Ascot Lane Distributor
The Sunday Collective,Australia,2019.0,Australia,AUS,The Sunday Collective,AUS_6395,The Sunday Collective
Michael Abbott Ao Qc,Australia,2019.0,Australia,AUS,Michael Abbott Ao Qc,AUS_6396,Michael Abbott Ao Qc
Sparkk P L,Australia,2019.0,Australia,AUS,Sparkk P L,AUS_6397,Sparkk P L
Australian Metal Mfg. Industry (Pty),Australia,2019.0,Australia,AUS,Australian Metal Mfg Industry Pty,AUS_6398,Australian Metal Mfg Industry Pty
Furnx Home Interiors F H I,Australia,2020.0,Australia,AUS,Furnx Home Interiors F H I,AUS_6399,Furnx Home Interiors F H I
Fenton Fenton,Australia,2020.0,Australia,AUS,Fenton Fenton,AUS_64,Fenton Fenton
Fenton Fenton,Australia,2019.0,Australia,AUS,Fenton Fenton,AUS_64,Fenton Fenton
The Australian Nuts Co. (Pty),Australia,2020.0,Australia,AUS,The Australian Nuts Co Pty,AUS_640,The Australian Nuts Co Pty
Cthe Parcel Depot,Australia,2020.0,Australia,AUS,Cthe Parcel Depot,AUS_6400,Cthe Parcel Depot
Edge Tile Stone (Pty),Australia,2019.0,Australia,AUS,Edge Tile Stone Pty,AUS_6401,Edge Tile Stone Pty
Atlas Tyres,Australia,2019.0,Australia,AUS,Atlas Tyres,AUS_6402,Atlas Tyres
Johan Syara (Pty),Australia,2019.0,Australia,AUS,Johan Syara Pty,AUS_6403,Johan Syara Pty
Excel Ingham Chickens,Australia,2019.0,Australia,AUS,Excel Ingham Chickens,AUS_6404,Excel Ingham Chickens
Arrow Electrical Services,Australia,2020.0,Australia,AUS,Arrow Electrical Services,AUS_6405,Arrow Electrical Services
Tony S Wholesale Flowers,Australia,2020.0,Australia,AUS,Tony S Wholesale Flowers,AUS_6406,Tony S Wholesale Flowers
Charlotte Cheong,Australia,2020.0,Australia,AUS,Charlotte Cheong,AUS_6407,Charlotte Cheong
Gypsy 108,Australia,2020.0,Australia,AUS,Gypsy 108,AUS_6408,Gypsy 108
Tutt Bryant Equipment Perth Branch,Australia,2020.0,Australia,AUS,Tutt Bryant Equipment Perth Branch,AUS_6409,Tutt Bryant Equipment Perth Branch
Ecolab (Pty) Ltd. T A Nalco Australia,Australia,2020.0,Australia,AUS,Ecolab Pty T A Nalco Australia,AUS_641,Ecolab Pty T A Nalco Australia
Ecolab (Pty) Ltd. T A Nalco Australia,Australia,2019.0,Australia,AUS,Ecolab Pty T A Nalco Australia,AUS_641,Ecolab Pty T A Nalco Australia
Ecolab (Pty) Limied T A Nalco Australia,Australia,2019.0,Australia,AUS,Ecolab Pty T A Nalco Australia,AUS_641,Ecolab Pty Limied T A Nalco Australia
Ecolab (Pty) Ltd. T/A Nalco Aust,Australia,2020.0,Australia,AUS,Ecolab Pty T A Nalco Australia,AUS_641,Ecolab Pty TA Nalco Aust
Ecolab (Pty) T A Nalco Australia,Australia,2019.0,Australia,AUS,Ecolab Pty T A Nalco Australia,AUS_641,Ecolab Pty T A Nalco Australia
George Georges Pvh Brands Austr,Australia,2020.0,Australia,AUS,George Georges Pvh Brands Austr,AUS_6410,George Georges Pvh Brands Austr
Tes Electrical,Australia,2020.0,Australia,AUS,Tes Electrical,AUS_6411,Tes Electrical
E H Brett Sons (Pty) Ltd.,Australia,2020.0,Australia,AUS,E H Brett Sons Pty,AUS_6412,E H Brett Sons Pty
Basil Production,Australia,2020.0,Australia,AUS,Basil Production,AUS_6413,Basil Production
Madras Link (Pty) A B N 35 007442 186,Australia,2020.0,Australia,AUS,Madras Link Pty A B N 35 007442 186,AUS_6414,Madras Link Pty A B N 35 007442 186
Whittam Ropes,Australia,2020.0,Australia,AUS,Whittam Ropes,AUS_6415,Whittam Ropes
Grace Removals Group,Australia,2019.0,Australia,AUS,Grace Removals Group,AUS_6416,Grace Removals Group
Beam Communications,Australia,2020.0,Australia,AUS,Beam Communications,AUS_6417,Beam Communications
Building A2 Campus Business Park,Australia,2019.0,Australia,AUS,Building A2 Campus Business Park,AUS_6418,Building A2 Campus Business Park
Oceania,Australia,2019.0,Australia,AUS,Oceania,AUS_6419,Oceania
Pemco Agencies,Australia,2020.0,Australia,AUS,Pemco Agencies,AUS_642,Pemco Agencies
Pemco Agencies,Australia,2019.0,Australia,AUS,Pemco Agencies,AUS_642,Pemco Agencies
Glass Imp. Aust,Australia,2019.0,Australia,AUS,Glass Imp Aust,AUS_6420,Glass Imp Aust
Tex Onsite,Australia,2019.0,Australia,AUS,Tex Onsite,AUS_6421,Tex Onsite
Ncr Australia,Australia,2020.0,Australia,AUS,Ncr Australia,AUS_6422,Ncr Australia
Bills Restaurants (Pty),Australia,2019.0,Australia,AUS,Bills Restaurants Pty,AUS_6423,Bills Restaurants Pty
Standardaero Formerly Vector Aerospace,Australia,2019.0,Australia,AUS,Standardaero Formerly Vector Aerospace,AUS_6424,Standardaero Formerly Vector Aerospace
